LabVIEW Measurement,,
Writer_Version,2,
Reader_Version,2,
Separator,Tab,
Decimal_Separator,.,
Multi_Headings,Yes,
X_Columns,No,
Time_Pref,Absolute,
Operator,Student,
Date,10/17/2019,
Time,08:07.9,
***End_of_Header***,,
,,
Channels,1,
Samples,100,
Date,10/17/2019,
Time,08:07.9,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.00E+00,
Delta_X,0.1,
***End_of_Header***,,
X_Value,Voltage,Comment
,9.084528,
,9.08258,
,9.083879,
,9.084528,
,9.084528,
,9.08323,
,9.084204,
,9.08258,
,9.083879,
,9.085502,
,9.084528,
,9.08323,
,9.082255,
,9.08258,
,9.084853,
,9.082905,
,9.08323,
,9.08258,
,9.080632,
,9.080632,
,9.080632,
,9.08323,
,9.084528,
,9.081606,
,9.081606,
,9.083554,
,9.081281,
,9.079658,
,9.082255,
,9.08258,
,9.085827,
,9.084528,
,9.08323,
,9.083879,
,9.08323,
,9.079658,
,9.081606,
,9.082255,
,9.084204,
,9.08323,
,9.083554,
,9.08323,
,9.080957,
,9.083879,
,9.082905,
,9.080632,
,9.083879,
,9.080307,
,9.082255,
,9.086476,
,9.082255,
,9.081931,
,9.079658,
,9.081281,
,9.08323,
,9.082255,
,9.079658,
,9.08258,
,9.08258,
,9.084204,
,9.08323,
,9.084528,
,9.080957,
,9.082255,
,9.084204,
,9.082905,
,9.082905,
,9.086152,
,9.08323,
,9.084853,
,9.081606,
,9.082905,
,9.085178,
,9.086801,
,9.080632,
,9.08258,
,9.081606,
,9.080957,
,9.085827,
,9.079333,
,9.084528,
,9.085178,
,9.08258,
,9.084528,
,9.083879,
,9.079658,
,9.085502,
,9.080957,
,9.081931,
,9.084204,
,9.082255,
,9.080957,
,9.081931,
,9.080957,
,9.084853,
,9.079983,
,9.081281,
,9.083879,
,9.081281,
,9.08323,
